Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
.,io.spring.initializr.web.project,ProjectGenerationInvokerTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.web.project.ProjectRequest; io.spring.initializr.web.project.ProjectGenerationResult; io.spring.initializr.web.project.WebProjectRequest; io.spring.initializr.web.project.ProjectGenerationInvoker
.,io.spring.initializr.web.project,ProjectGenerationInvokerTests,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
.,io.spring.initializr.web.project,ProjectGenerationInvokerTests,Law of Demeter violation,The tool detected the smell in this method (invokeBuildGenerationForMavenBuild) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.test.buildsystem.maven.MavenBuildAssert.hasVersion; io.spring.initializr.generator.test.buildsystem.maven.MavenBuildAssert.doesNotHaveNode; io.spring.initializr.generator.test.buildsystem.maven.MavenBuildAssert.hasGroupId; io.spring.initializr.generator.test.buildsystem.maven.MavenBuildAssert.hasDescription; io.spring.initializr.generator.test.buildsystem.maven.MavenBuildAssert.hasParent; io.spring.initializr.generator.test.buildsystem.maven.MavenBuildAssert.hasName; io.spring.initializr.generator.test.buildsystem.maven.MavenBuildAssert.hasArtifactId; io.spring.initializr.generator.test.buildsystem.maven.MavenBuildAssert.hasProperty
.,io.spring.initializr.web.project,ProjectGenerationInvokerTests,Law of Demeter violation,The tool detected the smell in this method (invokeBuildGenerationForGradleBuild) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.test.buildsystem.gradle.GroovyDslGradleBuildAssert.hasPlugin; io.spring.initializr.generator.test.buildsystem.gradle.GradleBuildAssert.hasVersion; io.spring.initializr.generator.test.buildsystem.gradle.GradleBuildAssert.hasToolchainForJava
.,io.spring.initializr.web.project,ProjectGenerationInvokerTests,Law of Demeter violation,The tool detected the smell in this method (setupContext) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.test.InitializrMetadataTestBuilder.build; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.withDefaults
.,io.spring.initializr.web.project,DefaultProjectRequestToDescriptionConverterTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.web.project.WebProjectRequest; io.spring.initializr.web.project.DefaultProjectRequestToDescriptionConverter; io.spring.initializr.metadata.Type; io.spring.initializr.generator.project.ProjectDescription
.,io.spring.initializr.web.project,DefaultProjectRequestToDescriptionConverterTests,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
.,io.spring.initializr.web.project,DefaultProjectRequestToDescriptionConverterTests,Law of Demeter violation,The tool detected the smell in this method (convertWhenTypeDoesNotDefineBuildTagShouldThrowException) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.test.InitializrMetadataTestBuilder.addType; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.build; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.withDefaults
.,io.spring.initializr.web.project,DefaultProjectRequestToDescriptionConverterTests,Law of Demeter violation,The tool detected the smell in this method (convertWhenTypeDoesNotDefineDialectTagShouldUseDefaultDialect) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.test.InitializrMetadataTestBuilder.addType; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.build; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.withDefaults
.,io.spring.initializr.web.project,DefaultProjectRequestToDescriptionConverterTests,Law of Demeter violation,The tool detected the smell in this method (convertWhenTypeDoesNotDefineDialectTagShouldUseDefaultDialect) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.web.project.DefaultProjectRequestToDescriptionConverter.convert; io.spring.initializr.generator.project.ProjectDescription.getBuildSystem; io.spring.initializr.generator.buildsystem.BuildSystem.dialect
.,io.spring.initializr.web.project,DefaultProjectRequestToDescriptionConverterTests,Law of Demeter violation,The tool detected the smell in this method (convertWhenTypeDefinesDialectTagShouldUseDialect) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.test.InitializrMetadataTestBuilder.addType; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.build; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.withDefaults
.,io.spring.initializr.web.project,DefaultProjectRequestToDescriptionConverterTests,Law of Demeter violation,The tool detected the smell in this method (convertWhenTypeDefinesDialectTagShouldUseDialect) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.web.project.DefaultProjectRequestToDescriptionConverter.convert; io.spring.initializr.generator.project.ProjectDescription.getBuildSystem; io.spring.initializr.generator.buildsystem.BuildSystem.dialect
.,io.spring.initializr.web.project,DefaultProjectRequestToDescriptionConverterTests,Law of Demeter violation,The tool detected the smell in this method (convertWhenPlatformCompatibilityRangeIsNotSetShouldNotThrowException) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.test.InitializrMetadataTestBuilder.build; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.withDefaults; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.setPlatformCompatibilityRange
.,io.spring.initializr.web.project,DefaultProjectRequestToDescriptionConverterTests,Law of Demeter violation,The tool detected the smell in this method (convertWhenPlatformCompatibilityRangeIsNotSetShouldNotThrowException) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.web.project.DefaultProjectRequestToDescriptionConverter.convert; io.spring.initializr.generator.project.ProjectDescription.getPlatformVersion
.,io.spring.initializr.web.project,DefaultProjectRequestToDescriptionConverterTests,Law of Demeter violation,The tool detected the smell in this method (convertWhenSpringBootVersionInvalidShouldThrowException) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.test.InitializrMetadataTestBuilder.build; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.withDefaults; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.setPlatformCompatibilityRange
.,io.spring.initializr.web.project,DefaultProjectRequestToDescriptionConverterTests,Law of Demeter violation,The tool detected the smell in this method (convertWhenDependencyOutOfRangeShouldThrowException) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.test.InitializrMetadataTestBuilder.build; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.withDefaults
.,io.spring.initializr.web.project,DefaultProjectRequestToDescriptionConverterTests,Law of Demeter violation,The tool detected the smell in this method (convertShouldSetBuildSystemFromRequestTypeAndBuildTag) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.test.InitializrMetadataTestBuilder.addType; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.build; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.withDefaults
